Hugo_Symbol	Entrez_Gene_Id	GTEX-S32W-1526-SM-4AD6Z	GTEX-TSE9-2826-SM-4DXTF	GTEX-U3ZN-1626-SM-4DXTZ	GTEX-TML8-0726-SM-4DXTT	GTEX-T5JW-0726-SM-4DM6D	GTEX-S341-1126-SM-4AD6T	GTEX-T6MO-1426-SM-4DM73	GTEX-S341-1326-SM-4AD72	GTEX-S4UY-1426-SM-4AD6Y	GTEX-TSE9-2726-SM-4DXSQ	GTEX-S32W-1626-SM-4AD6G
C1orf65	164127	7.4	0	0	18.43	0	0	7.63	2.39	0	0	2.32
NLRP11	204801	1.66	0	0	0	0	1.75	32.59	43.02	11.64	0	1.68
KIAA1161	57462	53.57	15.68	153.34	115.97	42.71	60.82	48.18	56.28	47.17	13.12	114.36
TCEAL6	158931	26.86	23.93	0	23.08	0	38.95	21.78	42.71	15.45	47.84	29.06
NEURL2	140825	135.24	81.14	9.48	57.49	25.91	77.79	154.42	94.01	155.5	76.71	48.52
DSCR3	10311	444.72	376.41	791.35	353.59	400.71	551.56	575.03	620.67	307.69	406.31	587.13
PNPLA7	375775	59.55	536.45	36.79	129.69	58.3	125.24	343.89	346.29	234.57	555.41	56.28
PRR14	78994	1023	1015.93	503.95	1023	759.08	759.08	1304.15	974.5	988.12	819.3	1066.48
HDGFL1	154150	0.99	2.66	0.91	1.08	1.13	0	0.75	0	2.03	0	0.75
SCRT2	85508	1.27	0	0	7.22	0	0	0	0	0	0	0
ACOT13	55856	256.78	450.94	559.28	384.34	463.65	525.39	400.71	403.5	249.73	246.28	400.71
GPR97	222487	140.04	147.06	9.7	6.26	70.01	121.79	38.95	35	221.86	271.48	16.03
PRKCDBP	112464	1191.69	1721.16	118.43	6079.61	688.78	2739.08	1498.22	909.17	2935.74	1572.76	1378.57
CHPT1	56994	2047	3280.18	95.34	571.05	579.04	1605.83	2682.69	1313.23	1277.29	4181.07	2384.37
DCST2	127579	31.22	127.89	73.54	36.01	466.88	21.78	98.73	55.89	30.78	178.77	26.1
IFI6	2537	3212.66	536.45	394590.4	11035.54	808	3060.45	1259.69	2573.36	4937.99	540.19	3794.3
RP11-155D18.14	0	0	0	75.64	0	0	0	0	0	0	0	0
TRIM17	51127	42.71	96.01	63	77.79	20.26	10.39	316.37	57.49	37.05	126.12	18.7
MUSK	4593	0	6.84	0	0.55	3.03	7.94	4.35	3.11	1.93	3.66	1.51
HCK	3055	267.73	19.68	72.52	220.32	150.17	68.55	309.83	116.78	88.88	20.41	389.72
ZBTB32	27033	0.95	2.97	2.01	7.17	2.27	6.94	21.94	11.91	1.19	4.62	1.14
OR1D5	8386	0	0	0	0	0	0	0	0	0	0	0
OR3A3	8392	0	0	0	1.03	0	0	1.45	0	1.6	1.66	0
SNAP91	9892	10.96	4.46	0.21	88.26	12.64	38.67	246.28	95.34	52.45	9.85	25.35
KLF16	83855	205.5	127.89	412	271.48	283.05	155.5	211.31	163.28	140.04	94.01	218.79
CDH16	1014	29.48	0	3847.29	5.45	6792.79	13.22	785.88	575.03	0	21.63	12.36
METTL24	728464	6.62	33.06	0	248	0	48.18	5.32	3.35	68.55	49.21	55.1
MYO9B	4650	1104.13	1769.57	1081.39	1059.11	616.37	1073.91	890.44	791.35	1088.92	1498.22	842.36
TG	7038	3.03	2.81	3.08	11.64	37.59	0.3	21.47	8.99	3	3.29	2.78
C1orf233	643988	46.18	7.57	813.63	141.02	718.08	34.51	98.73	147.06	89.51	13.32	34.75
TMEM173	340061	2104.58	785.88	2224.63	2224.63	1794.29	1304.15	9088.59	5076.84	1721.16	902.89	2367.9
DEFB104B	140596	0	0	0	0	0	0	0	0	0	0	0
DEFB134	613211	0	0	0	0	0	0	0	0	0	0	0
RBM12	10137	703.28	305.55	476.71	551.56	511	587.13	397.93	591.22	525.39	307.69	848.22
CEBPD	1052	2701.35	3349.13	684.02	358.54	1896.65	2255.7	2434.5	1617	1540.37	2400.97	2997.45
C5orf15	56951	1208.34	483.38	607.87	1529.73	1015.93	1388.16	1030.12	1991	872.1	665.29	1015.93
PRUNE2	158471	860.08	283.05	0.71	518.15	15.8	988.12	100.13	115.16	836.53	166.73	902.89
THRSP	7069	9.13	1.35	0	12.83	2.12	1.01	1.41	12.83	0.97	0	0
GBE1	2632	493.56	463.65	312	400.71	490.14	536.45	463.65	334.46	414.87	444.72	591.22
RECQL5	9400	395.18	633.73	1685.71	384.34	1457.23	285.03	860.08	1073.91	480.04	543.96	281.09
MC4R	4160	0	0	0	0	0	36.53	0	22.92	0	0	0
ABCB5	340273	1.95	20.11	2.71	7.46	2.14	4.98	6.11	2.86	90.77	20.11	4.78
DIS3L2	129563	511	743.43	301.33	420.68	656.11	343.89	389.72	529.06	361.04	460.44	400.71
MSANTD4	84437	325.29	209.84	14.35	299.25	70.01	348.71	164.42	182.55	205.5	353.59	417.77
TFAP2E	339488	28.65	121.79	52.08	20.71	116.78	29.91	21.47	40.07	11.91	77.25	12.45
CXCL9	4283	9540.5	5.73	7911.95	159.9	43.63	1.73	18.29	18.43	15.34	6.73	3515.68
RP11-347C12.1	0	66.65	159.9	50.63	21.63	107.38	52.45	115.16	69.52	94.01	152.28	48.52
ZNF227	7770	143.01	314.17	117.6	237.86	152.28	211.31	226.54	258.57	199.85	229.72	185.11
RPAP3	79657	514.56	285.03	363.56	417.77	376.41	444.72	307.69	371.22	373.81	258.57	486.75
ERCC6L	54821	2.73	22.59	21.63	2.73	6.46	6.31	6.84	14.24	3.56	23.93	3.03
MED4	29079	1437.15	915.51	1583.71	2061.24	2119.22	1896.65	1286.18	1617	1605.83	995	1467.37
FAF1	11124	769.69	909.17	902.89	718.08	1199.98	1175.27	825	679.29	1044.52	1044.52	884.29
PPIP5K1	9677	118.43	189.02	454.09	107.38	241.19	149.12	353.59	279.14	114.36	82.29	112.77
REXO1L1	0	0.85	0.35	0.44	0	0.97	0.39	0	0.38	0.38	0	0.85
CCT5	22948	6607.01	1977.24	4152.18	3395.89	3901.01	2796.65	1963.57	2351.53	2591.27	2104.58	5594.3
TNFSF10	8743	848.22	341.51	74243.68	1487.87	27938.14	1191.69	27938.14	9088.59	1096.5	256.78	1745.2
WIPI1	55062	567.1	379.04	260.38	435.55	412	384.34	1208.34	791.35	1709.26	318.57	688.78
SLC4A10	57282	0	0	0	0	0	0.83	0.8	0.82	0	0	0.79
MORN5	254956	186.4	96.68	0	14.35	4.58	15	647.07	2835.7	0.88	8.92	63.45
FAM178A	55719	212.78	165.57	95.34	224.97	148.09	206.94	314.17	299.25	273.37	226.54	232.94
EPS8L1	54869	177.53	320.8	104271.56	896.64	38697.77	490.14	12329.98	16611.71	1081.39	273.37	301.33
GLRX	2745	2384.37	785.88	116.78	435.55	237.86	476.71	1127.35	575.03	381.68	988.12	3419.52
PTPN22	26191	9.41	5.02	9.93	32.13	279.14	15	155.5	111.21	14.24	3.66	6.73
AC126614.1	0	0	0	0	0	0	0	3.11	0	0	0	0
FOLR4	390243	1.58	0	0	4.39	0	1	1.91	3.66	3.99	0	0
ISX	91464	0	0.33	0.44	0	0	0	0	0	0	0	0.35
TMEM100	55273	3190.46	279.14	28.86	15607.02	267.73	1662.49	1662.49	3443.31	988.12	438.59	5872.48
ZNF578	147660	3.2	27.05	3.38	43.32	17.51	51.71	33.3	13.12	43.63	20.56	3.47
PCBP4	57060	567.1	1259.69	67.12	785.88	376.41	884.29	836.53	603.67	808	1037.29	417.77
AURKA	6790	64.34	15.56	327.56	20.86	90.14	60.39	52.08	32.13	28.04	9.06	76.17
PRIM1	5557	127	172.65	559.28	110.43	169.07	231.32	125.24	123.5	142.01	183.82	110.43
CHD7	55636	69.03	43.94	708.18	34.26	289.02	54.72	267.73	403.5	48.18	46.18	71
G6PC2	57818	1.25	0.27	0	0	0.96	0	0	0	2.63	0.27	0.6
RP11-404P21.8	0	50.27	5.92	45.85	24.63	19.11	12.45	0	9.85	52.45	8.19	45.85
TNKS2	80351	371.22	432.53	775.05	376.41	486.75	607.87	426.57	769.69	423.61	567.1	460.44
TMEM196	256130	12.74	7.69	0	8.13	8.32	16.39	3.38	8.99	11.04	11.55	6.67
TMEM257	9142	3.03	0.48	0	2.07	0	3.63	0.51	1.01	0.77	1.64	3.29
ALMS1	7840	348.71	669.92	104.42	387.02	182.55	389.72	336.79	460.44	441.64	669.92	287.01
FKBP10	60681	7331.05	5672.41	3.17	8479.89	131.51	1369.04	2209.26	1191.69	3491.39	5255.91	2609.3
DTYMK	1841	651.58	325.29	748.61	698.41	483.38	423.61	339.14	387.02	620.67	417.77	624.99
GUCA1A	2978	0	1.16	8.38	0	2.92	3.47	2.56	0	2.58	7.28	8.85
USHBP1	83878	120.1	28.45	10.16	118.43	61.68	164.42	211.31	110.43	226.54	21.16	98.04
SYBU	55638	1001.93	221.86	22.43	638.15	463.65	1359.57	848.22	764.36	1208.34	353.59	1340.84
PPP2R2D	55844	587.13	748.61	429.54	466.88	521.76	559.28	543.96	579.04	551.56	669.92	551.56
STK33	65975	131.51	5.28	0	228.13	0	211.31	211.31	1096.5	215.77	9.7	185.11
ATP2C2	9914	49.91	161.02	6792.79	12.45	3018.3	26.1	1417.35	2895.31	31.45	79.45	32.13
ACSS1	84532	105.15	279.14	47.17	183.82	169.07	199.85	629.35	583.07	148.09	289.02	128.79
RAP1B	5908	3540.14	2319.15	1304.15	3395.89	1769.57	2875.3	2032.85	1936.53	3146.52	2434.5	4210.15
HARS2	23438	387.02	587.13	366.09	438.59	507.46	470.14	607.87	571.05	547.75	532.74	447.82
MRPL35	51318	660.68	195.72	743.43	612.11	796.86	607.87	547.75	607.87	536.45	220.32	723.08
KIF20B	9585	41.52	38.4	121.79	35.76	42.71	53.57	39.5	48.18	48.18	34.26	37.59
HEPHL1	341208	0.43	0	13123.73	1.28	19348.38	0	0.46	0.47	0.47	0	0
KRT86	3892	16.27	0	12	82.87	21.63	3.41	76.71	8.32	6.46	0	24.11
DENND4A	10260	146.03	251.48	153.34	146.03	183.82	167.9	126.12	234.57	123.5	291.04	242.88
C3orf20	84077	1.19	0.97	0	0.16	0	1.06	3.59	0.82	0.15	0	0.14
PRRX2	51450	3303	1119.56	450.94	2451.44	954.43	1745.2	1304.15	1159.07	1447.15	1870.53	1477.58
NEBL	10529	18.43	43.32	16727.26	24.11	14867.79	38.67	414.87	591.22	38.95	312	70.51
KDM3B	51780	497	339.14	371.22	620.67	507.46	902.89	802.41	1037.29	679.29	348.71	603.67
KIFC1	3833	22.26	36.27	616.37	69.03	151.22	36.53	41.81	58.71	47.84	17.64	23.76
CWC27	10283	507.46	642.59	297.17	486.75	540.19	563.18	314.17	244.57	607.87	583.07	599.49
P2RY8	286530	24.28	0.43	3.66	15.45	5.32	28.65	9.2	19.68	8.85	0.42	13.83
INTS10	55174	2287.2	2047	703.28	1467.37	1378.57	1233.75	2816.11	2271.4	1313.23	2133.97	2148.82
RP11-505K9.4	0	4.78	17.64	0	7.22	13.32	12.18	14.45	8.38	23.93	13.52	2.14
NSRP1	84081	529.06	567.1	403.5	583.07	603.67	796.86	599.49	674.59	612.11	629.35	651.58
MARC2	54996	409.15	830.75	48.87	329.84	221.86	429.54	633.73	483.38	379.04	842.36	521.76
ATG13	9776	791.35	1295.13	599.49	884.29	808	830.75	1030.12	651.58	1119.56	1331.57	802.41
ASB16	92591	6.11	8.71	11.47	10.39	11.82	22.43	22.26	20.71	16.75	14.67	14.56
RAB39A	54734	9.56	0	1.27	1.11	0.77	0.33	1.43	0.67	0.31	0	13.12
C5orf46	389336	0	4.58	406.31	0	3395.89	0	0	5.5	0	0	0
AC012414.1	0	0	3.96	0	1.1	3.17	0	3.82	2.89	1.97	0	0
IFNB1	3456	0	0	0	0	0	0	0	0	0	0	0
COL6A5	256076	0	0.48	1.33	0	0	0	0	1.85	0	0	0
IDS	3423	514.56	1331.57	921.88	743.43	329.84	1378.57	1819.35	1457.23	878.17	1268.46	954.43
ALS2	57679	133.36	123.5	45.53	135.24	55.1	124.37	104.42	169.07	185.11	152.28	202.66
KLF3	51274	239.52	403.5	4298.64	607.87	2935.74	808	738.29	813.63	941.27	559.28	463.65
ENTPD7	57089	74.06	7.4	289.02	58.3	78.89	25.72	34.26	83.45	54.33	8.85	81.71
ANAPC1	64682	165.57	242.88	180.02	149.12	161.02	133.36	138.1	181.28	136.19	307.69	136.19
CDHR2	54825	0.37	0.89	7.63	12.45	43.94	0.97	28.86	55.1	1.57	0.35	0.92
VIM	7431	52863.07	307450.64	872.1	207103.59	21919.61	226632.25	185362.8	205673.01	176583.6	440870.9	109455.64
TIGD7	91151	287.01	140.04	16.15	202.66	120.94	162.14	281.09	281.09	181.28	176.29	339.14
ECSIT	51295	1697.45	2451.44	363.56	961.07	928.3	1639.59	1242.34	1135.2	1304.15	1674.06	1498.22
ZNF433	163059	113.56	93.35	2287.2	195.72	403.5	156.59	126.12	361.04	246.28	59.97	183.82
EIF1AD	84285	438.59	204.07	551.56	387.02	450.94	339.14	414.87	466.88	395.18	202.66	507.46
CHRD	8646	108.9	1331.57	1.57	441.64	38.67	217.27	3768.09	1477.58	2777.33	1561.89	101.54
PCDH1	5097	258.57	29.27	4358.66	195.72	1030.12	157.68	305.55	177.53	120.94	35	559.28
ARNT2	9915	209.84	291.04	1.31	379.04	3.26	543.96	733.19	551.56	236.21	172.65	420.68
SNX27	81609	320.8	320.8	97.36	176.29	104.42	255	218.79	253.23	131.51	363.56	332.14
SHISA5	51246	10225.32	2627.46	8305.36	4181.07	5831.91	2895.31	3639.7	2591.27	3955.48	2468.49	7331.05
PDE6G	5148	31.22	0	130.6	0	197.09	15.34	75.11	100.83	32.36	20.56	17.25
IRX1	79192	0.39	1.38	0.55	0	525.39	0.44	0	0	1.48	1.91	2.68
KDELC2	143888	878.17	860.08	103.69	1001.93	384.34	1059.11	409.15	543.96	769.69	1127.35	1066.48
LY75	4065	170.25	20.11	599.49	35.5	412	51.35	769.69	1417.35	40.64	41.52	215.77
KCTD3	51133	511	563.18	1769.57	633.73	2997.45	796.86	842.36	595.34	660.68	651.58	587.13
C3orf80	401097	12.74	3.08	96.68	59.55	15.34	4.82	1.13	2.81	7.11	5.19	10.63
DKK4	27121	6.52	0	23492.92	7.28	11827.67	5.11	8.85	0	0	21.32	0
C18orf21	83608	417.77	403.5	287.01	603.67	669.92	414.87	791.35	708.18	583.07	353.59	373.81
UPP2	151531	2.2	4.21	1.13	2.36	0	0.6	1.83	1.85	1.43	0.96	2.23
STMN1	3925	1044.52	2047	6699.25	1487.87	2255.7	2417.67	2335.28	2032.85	5219.6	2178.83	1340.84
ARV1	64801	397.93	163.28	624.99	450.94	1059.11	318.57	409.15	529.06	366.09	166.73	412
RPH3AL	9501	511	72.01	559.28	186.4	1199.98	241.19	567.1	293.07	660.68	97.36	500.46
CEBPA	1050	3.47	25.54	209.84	85.82	177.53	16.03	21.16	17.77	11.21	29.7	1.85
FAM134C	162427	514.56	571.05	1175.27	813.63	1023	693.58	878.17	947.83	624.99	656.11	575.03
FRAT2	23401	88.26	49.56	540.19	115.97	947.83	81.14	332.14	325.29	96.68	38.67	117.6
PON2	5445	423.61	426.57	69.03	860.08	934.76	403.5	1467.37	1127.35	620.67	426.57	620.67
PDZK1IP1	10158	164.42	35.76	964885.69	120.1	881742.8	62.12	15499.21	15499.21	170.25	161.02	82.29
RAB11A	8766	5292.48	3146.52	23169.48	4543.8	14663.09	4181.07	4095	4704.07	4543.8	3639.7	5517.27
PYDC1	260434	0	0	0	0	0	9.56	0	0	0	0	0
ASB7	140460	125.24	75.64	84.63	123.5	111.21	153.34	128.79	214.27	172.65	87.65	193.01
GNB5	10681	507.46	1498.22	246.28	583.07	249.73	819.3	808	961.07	909.17	2163.77	759.08
FAM13A	10144	137.14	743.43	21.32	183.82	199.85	660.68	713.11	909.17	423.61	563.18	176.29
CTRL	1506	53.19	20.26	85.82	25.72	12	14.78	29.27	18.43	21.63	19.68	23.25
LDHAL6A	160287	0.36	0	0.46	0	0.83	0.04	0.72	2.71	0.37	0	0.03
RPF1	80135	995	743.43	603.67	928.3	934.76	796.86	753.83	708.18	808	733.19	1088.92
PEX14	5195	454.09	660.68	454.09	454.09	503.95	483.38	460.44	616.37	518.15	713.11	353.59
ARHGEF3	50650	249.73	267.73	305.55	518.15	332.14	334.46	389.72	497	764.36	295.11	343.89
PRKAR1A	5573	4869.99	2047	2178.83	5441.3	1870.53	5112.16	3690.52	6037.61	5006.93	2287.2	5954.47
AVIL	10677	76.71	14.56	96.01	147.06	61.25	67.12	368.65	206.94	75.64	14.03	84.04
TSPAN8	7103	30.34	283.05	14.24	22.1	19.39	967.76	7382.04	17804.06	189.02	59.97	351.14
IRX6	79190	1.39	0	24.81	3.59	299.25	15.11	163.28	193.01	65.72	0	0.41
GTF3C2	2976	612.11	995	1119.56	543.96	1143.1	848.22	890.44	1008.9	718.08	848.22	555.41
SCRIB	23513	1313.23	1023	7911.95	890.44	4704.07	909.17	1457.23	1685.71	909.17	878.17	1037.29
EXOSC1	51013	1605.83	1639.59	1001.93	1088.92	981.29	708.18	896.64	915.51	988.12	1304.15	1617
VWA3B	200403	0	11.64	19.39	45.85	6.11	31.67	1529.73	10883.59	39.79	11.38	105.15
DCN	1634	8191	24321.43	1331.57	146444.06	10585.95	48982.22	66912.05	34635.37	46986.85	40621.74	13306.94
HECTD3	79654	599.49	490.14	373.81	656.11	567.1	624.99	684.02	684.02	866.07	693.58	583.07
CD44	960	981.29	2287.2	7911.95	1572.76	9740.98	2090.03	1909.85	3280.18	1143.1	2591.27	988.12
ULK1	8408	400.71	842.36	688.78	642.59	444.72	674.59	753.83	854.13	780.44	967.76	400.71
TMEM251	26175	698.41	620.67	341.51	633.73	334.46	435.55	1111.82	1388.16	693.58	599.49	995
A1CF	29974	0.29	0	0.39	0	0	4.35	0	0.92	0.31	0	3.17
APBA3	9546	457.25	473.41	241.19	301.33	318.57	289.02	373.81	403.5	301.33	400.71	511
C22orf31	25770	21.63	0	16.88	8.19	10.31	6.52	37.32	30.78	6.31	7.4	6.21
HIST1H4L	8294	0	0	0	0	0	0	0	0	0	0	0
H6PD	9563	848.22	392.44	92.7	743.43	260.38	1030.12	703.28	647.07	376.41	409.15	854.13
CNR2	1269	0	0	2.23	0.87	0.91	4.98	0.82	4.82	0.82	0	0.8
XPO4	64328	107.38	52.45	49.91	87.65	97.36	125.24	77.25	129.69	115.97	53.57	111.99
ATP6AP1	537	2119.22	2178.83	5403.7	3690.52	4152.18	2434.5	4671.57	6121.9	2224.63	1662.49	1977.24
ABCA6	23460	41.81	267.73	18.56	45.53	19.39	109.66	236.21	264.03	122.64	283.05	100.13
FAM64A	54478	11.73	0	291.04	27.64	152.28	13.32	22.75	21.78	0	0	16.27
C1orf228	339541	27.05	46.5	19.97	49.56	1.79	47.17	142.01	343.89	34.51	26.28	8.38
MTOR	2475	376.41	426.57	171.45	312	414.87	503.95	220.32	289.02	303.44	314.17	346.29
SARS2	54938	457.25	514.56	878.17	460.44	1963.57	423.61	791.35	902.89	647.07	486.75	363.56
C1orf213	148898	84.63	159.9	67.59	129.69	100.83	86.43	384.34	163.28	97.36	113.56	71
WDR83	84292	387.02	395.18	78.34	226.54	323.03	547.75	476.71	909.17	429.54	329.84	226.54
GAS2L2	246176	25.17	6.89	0	3.14	13.83	10	2434.5	16157.44	9.7	11.64	15.22
TMEM185B	79134	423.61	131.51	287.01	412	420.68	289.02	193.01	348.71	205.5	125.24	336.79
CCDC23	374969	1477.58	2004.85	279.14	1378.57	1088.92	2133.97	1295.13	1583.71	2777.33	1733.13	1477.58
RORA	6095	51.35	555.41	316.37	80.57	529.06	236.21	148.09	267.73	212.78	679.29	108.9
NHEJ1	79840	264.03	305.55	87.65	113.56	212.78	409.15	146.03	218.79	199.85	332.14	258.57
TRIM29	23650	31.67	58.71	1212874.47	33.78	1656835.72	82.87	1963.57	2664.15	86.43	50.98	39.5
MUC8	100129528	0.39	0	1.17	0	2.81	0.3	1.11	0	0	0.38	0
G6PC	2538	0.84	1.66	0	0	0	1.99	0	3.14	0.16	0	1.91
ERBB2	2064	273.37	607.87	22535.88	954.43	15075.35	1605.83	3820.7	5366.37	1088.92	543.96	514.56
IMPACT	55364	301.33	212.78	339.14	665.29	579.04	536.45	376.41	358.54	412	211.31	348.71
C1orf105	92346	16.03	0	7.46	0	0	0	0	0	0	0	0
HSD17B7	51478	239.52	397.93	521.76	273.37	384.34	239.52	325.29	220.32	239.52	438.59	249.73
LARP7	51574	954.43	708.18	642.59	842.36	1467.37	1059.11	842.36	921.88	967.76	780.44	1044.52
CCDC151	115948	98.73	22.26	6.57	16.03	84.63	14.45	1233.75	5255.91	40.07	26.67	33.3
COLEC11	78989	45.85	547.75	19.11	525.39	8.51	69.52	204.07	137.14	198.47	155.5	82.87
RIN2	54453	193.01	620.67	587.13	470.14	890.44	457.25	1233.75	967.76	1457.23	633.73	244.57
MID1	4281	124.37	114.36	48.18	248	105.15	507.46	95.34	104.42	638.15	149.12	198.47
IQCF1	132141	2.73	3.56	0	1.35	0.82	1.06	0.65	1.6	0	2.14	0.54
WNK3	65267	35.5	3.41	68.07	3.82	5.41	10.16	7.28	17.51	40.07	4.31	39.79
BCAS2	10286	791.35	1498.22	1617	947.83	1225.22	967.76	743.43	1030.12	842.36	1594.73	1159.07
RBPJ	3516	684.02	1159.07	224.97	638.15	435.55	1304.15	785.88	860.08	1111.82	1242.34	660.68
TEDDM1	127670	0.72	0.61	0.52	0.1	1	0.77	0.44	1.41	0.83	1.75	0.54
C3orf35	339883	19.97	48.52	9.27	6.46	13.32	42.11	28.04	81.71	21.01	32.13	10.47
MAP2K5	5607	289.02	616.37	236.21	403.5	267.73	387.02	507.46	438.59	358.54	629.35	316.37
BTBD19	149478	60.82	201.25	39.5	291.04	22.75	209.84	172.65	205.5	358.54	256.78	43.63
KIAA1377	57562	98.73	1143.1	8.92	49.21	45.21	170.25	154.42	493.56	87.65	1963.57	77.79
BMF	90427	28.24	98.04	71	251.48	117.6	325.29	567.1	486.75	607.87	78.34	67.12
DUSP7	1849	511	206.94	21468.49	463.65	9279.58	258.57	305.55	244.57	287.01	159.9	571.05
SIRT6	51548	825	389.72	802.41	591.22	842.36	387.02	759.08	579.04	583.07	244.57	559.28
MRPL28	10573	2434.5	1617	1508.65	1950	1437.15	1417.35	1225.22	1508.65	2133.97	1639.59	2047
RTDR1	27156	33.3	94.01	15.56	57.08	58.71	70.01	267.73	791.35	7.34	105.15	72.52
KIAA2022	340533	4.98	4.13	0	10.79	0	43.94	3.63	10.24	6.11	17.51	16.03
PCCA	5095	483.38	1088.92	134.3	728.11	1487.87	753.83	1883.54	2367.9	2148.82	642.59	988.12
PRKG1	5592	77.25	159.9	2.76	169.07	24.11	503.95	34.26	54.33	190.34	138.1	223.41
PKN1	5585	878.17	2193.99	78.89	1427.22	133.36	1709.26	1519.15	1268.46	2178.83	1977.24	1127.35
RPL29	6159	97288.74	246289.25	78476.96	48307.85	115696.65	86474.27	88291.3	96616.71	51062.33	184082.4	83528.61
DCAF8L1	139425	1.35	0	0	0	0	0	0	0.61	4.5	0	0
ITPR3	3710	237.86	189.02	1216.75	133.36	599.49	279.14	733.19	660.68	176.29	232.94	134.3
TAS2R30	259293	0.82	2.81	1	0	0	0.01	0.17	0	0.01	0.92	0.34
SEMA3C	10512	2609.3	166.73	154.42	2163.77	718.08	2224.63	743.43	830.75	2193.99	151.22	1844.76
DCLK3	85443	2.61	0.57	1.58	4.58	1.53	4.5	3.92	1.41	1.41	1.35	3.47
SLC34A1	6569	1.95	0	19.25	0.38	64.8	0	0	0	0	0	3.03
IL12RB2	3595	1.73	49.21	68.55	8.51	9.27	1.06	64.8	62.56	21.78	2.05	42.41
AC007382.1	0	0	0	57.89	32.59	0	64.8	33.78	71.5	57.89	0	0
SNX22	79856	28.04	21.47	10.47	107.38	22.43	8.45	24.81	21.47	57.08	21.32	27.25
GATA1	2623	1.75	1.71	0	0.61	4.54	8.99	2.73	3.23	3	2.58	1.53
NPHP1	4867	82.87	66.18	10.96	99.43	5.82	69.03	255	995	150.17	36.01	165.57
ZC3H12D	340152	11.13	10.79	2.03	16.27	16.75	11.64	70.01	105.15	8.45	6.16	22.43
RP11-156E8.1	0	3.99	22.59	0.87	15.34	10.24	20.11	28.86	23.42	16.27	18.03	4.78
RBP1	5947	579.04	473.41	417.77	529.06	41.52	193.01	1991	3690.52	3395.89	356.05	941.27
MFSD6L	162387	0	0	111.99	43.32	165.57	27.44	3081.75	4802.93	0	4.54	7.57
ITIH5	80760	381.68	854.13	28.04	1674.06	31.9	624.99	135.24	149.12	656.11	808	366.09
RBP5	83758	1111.82	218.79	71.5	1001.93	63.89	180.02	406.31	194.36	493.56	145.02	1447.15
NXPE2	120406	3.32	2.53	0.69	6.21	0.3	6.06	3.03	0.24	5.02	3.17	4.94
BRE	9577	825	1781.89	830.75	1250.98	688.78	1119.56	878.17	1151.06	1561.89	1697.45	1051.79
AC105020.1	0	19.68	36.27	54.33	13.12	6.26	105.89	27.05	44.25	31	39.5	11.91
REXO1L10P	100288562	1.39	0	0	0	0	0.64	0	0.62	0.35	0	0.34
CHEK2	11200	265.87	260.38	291.04	525.39	165.57	127	277.2	198.47	157.68	246.28	246.28
COX10	1352	264.03	141.02	237.86	186.4	389.72	190.34	149.12	202.66	212.78	132.44	236.21
CD3E	916	231.32	38.4	733.19	193.01	1233.75	429.54	660.68	1044.52	226.54	17.77	220.32
DKFZP667F0711	0	2.56	21.32	9.56	5.77	2.41	13.72	8.65	11.64	12.27	31	5.87
REEP1	65055	57.89	42.71	20.26	57.49	31.22	143.01	20.71	100.13	212.78	14.24	106.63
ACAD11	84129	176.29	435.55	107.38	153.34	155.5	127.89	392.44	208.38	180.02	373.81	195.72
CORO2A	7464	66.65	11.64	2004.85	66.65	669.92	52.45	251.48	503.95	60.39	7.22	78.89
TENC1	23371	2271.4	7642.41	163.28	1407.55	791.35	4010.71	4937.99	2816.11	3395.89	7749.1	2627.46
CDC14B	8555	91.41	215.77	57.49	189.02	60.39	316.37	358.54	323.03	162.14	234.57	149.12
PAGR1	79447	642.59	1572.76	363.56	708.18	525.39	708.18	753.83	759.08	780.44	1508.65	555.41
CTD-2021H9.3	0	0	0	0	0	0	0	0	0	0	0	35.5
GPR110	266977	6.67	0	123144.13	0	17437.64	12.36	19.68	253.23	10.16	24.63	0
RGP1	9827	141.02	133.36	159.9	141.02	90.77	204.07	172.65	166.73	144.01	137.14	226.54
IPP	3652	92.05	113.56	291.04	275.28	152.28	209.84	285.03	251.48	157.68	128.79	212.78
MOBP	4336	0.31	0.03	0.08	3.17	3.99	3.72	1.77	26.28	2.39	0.83	0.04
OMD	4958	15.22	154.42	9.13	624.99	221.86	1167.14	480.04	1331.57	163.28	279.14	73.03
ZNF615	284370	30.12	120.94	16.51	54.72	10.31	94.01	94.67	109.66	145.02	49.56	161.02
LCN6	158062	351.14	10.79	3.66	139.07	90.77	214.27	669.92	251.48	171.45	11.82	412
ICT1	3396	995	400.71	848.22	651.58	928.3	679.29	612.11	688.78	703.28	323.03	915.51
ZNF410	57862	860.08	698.41	728.11	890.44	1183.45	1023	802.41	921.88	988.12	775.05	1143.1
ZCCHC14	23174	236.21	444.72	194.36	490.14	201.25	595.34	764.36	733.19	775.05	470.14	248
RNF180	285671	96.68	20.71	0.09	65.72	4.98	117.6	29.7	43.94	99.43	18.16	153.34
AC135178.1	0	43.32	109.66	20.11	48.87	35.5	43.02	72.01	102.25	59.97	82.29	38.67
PI16	221476	660.68	2664.15	81.71	1268.46	376.41	2720.15	1977.24	551.56	1487.87	4152.18	796.86
TRIM31	11074	3.32	1.11	339.14	197.09	212.78	91.41	159.9	2997.45	106.63	88.88	26.67
